TRN_DATE            ,AMOUNT              ,CURRENCY            ,ORG_AMT             ,ORG_CURR            ,EXG_RATE            ,PMT_TYPE            ,PMT_DIR             ,MSG_TYPE            ,ORD_CUS_ID          ,ORD_CUS_NM                                                                                                                                                                                              ,ORD_CUS_ADD                                                                                                                                                                                             ,ORD_CUS_JUR                        ,ORD_BK_ACC_NUM                          ,ORD_BK_BIC                         ,ORD_BK_NM                                                                                                                                                                                               ,ORD_BK_ADD                         ,ORD_BK_JUR                         ,SND_BK_ACC_NUM                          ,SND_BK_BIC                         ,SND_BK_NM                                                                                                                                                                                               ,SND_BK_ADD                                                                                                                                                                                              ,SND_BK_JUR                         ,REC_BK_ACC_NUM                          ,REC_BK_BIC                         ,REC_BK_NM                                                                                                                                                                                               ,REC_BK_ADD                                                                                                                                                                                              ,REC_BK_JUR                         ,ACC_INS_ACC_NUM                         ,ACC_INS_BIC                        ,ACC_INS_NM                                                                                                                                                                                              ,ACC_INS_ADD                                                                                                                                                                                             ,ACC_INS_JUR                        ,BEN_INS_BIC                        ,BEN_INS_NM                                                                                                                                                                                              ,BEN_INS_ADD                                                                                                                                                                                             ,BEN_INS_JUR                        ,BEN_CUS_ACCT                                                                                                                                                                                              ,BEN_CUS_ADD                                                                                                                                                                                             ,BEN_CUS_JUR                        ,INT_BK_ACC_NUM                     ,INT_BK_BIC                              ,INT_BK_NM                                                                                                                                                                                               ,INT_BK_ADD                                                                                                                                                                                              ,INT_BK_JUR                         ,SEN_COR_ACC_NUM                    ,SEN_COR_BIC                             ,SEN_COR_NM                                                                                                                                                                                              ,SEN_COR_ADD                                                                                                                                                                                             ,SEN_COR_JUR                        ,REC_COR_ACC_NUM                    ,REC_COR_BIC                             ,REC_COR_NM                                                                                                                                                                                              ,REC_COR_ADD                                                                                                                                                                                             ,REC_COR_JUR                        ,THD_REI_ACC_NUM                    ,THD_REI_BIC                             ,THD_REI_NM                                                                                                                                                                                              ,THD_REI_ADD                                                                                                                                                                                             ,THD_REI_JUR                        ,SNDING_INS_ACC_NUM                 ,SNDING_INS_BIC                          ,SNDING_INS_NM                                                                                                                                                                                           ,SNDING_INS_ADD                                                                                                                                                                                          ,SNDING_INS_JUR                     ,COV_BEN_CUS_ID                          ,COV_BEN_CUS_NM                                                                                                                                                                                          ,COV_BEN_CUS_ADD                                                                                                                                                                                         ,COV_BEN_CUS_JUR                    ,COV_BEN_INS_ACC_NUM                ,COV_BEN_INS_BIC                         ,COV_BEN_INS_NM                                                                                                                                                                                          ,COV_BEN_INS_ADD                                                                                                                                                                                         ,COV_BEN_INS_JUR                    ,COV_INT_BK_ACC_NUM                 ,COV_INT_BK_BIC                          ,COV_INT_BK_NM                                                                                                                                                                                           ,COV_INT_BK_ADD                                                                                                                                                                                          ,COV_INT_BK_JUR                     ,COV_ACC_INS_ACC_NUM                ,COV_ACC_INS_BIC                         ,COV_ACC_INS_NM                                                                                                                                                                                          ,COV_ACC_INS_ADD                                                                                                                                                                                         ,COV_ACC_INS_JUR                    ,COV_ORD_CUS_ID                          ,COV_ORD_CUS_NM                                                                                                                                                                                          ,COV_ORD_CUS_ADD                                                                                                                                                                                         ,COV_ORD_CUS_JUR                    ,COV_ORD_BK_ACC_NUM                 ,COV_ORD_BK_BIC                          ,COV_ORD_BK_NM                                                                                                                                                                                           ,COV_ORD_BK_ADD                                                                                                                                                                                          ,COV_ORD_BK_JUR                     ,COV_REMIT_INFO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,COV_SEN_REC_INFO
9/4/2018,3449,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF HARRY 2FL NO.6 HARRY RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,mrlrus33,,,TWN,/120162, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/4/2018,96000,USD,,,,SW,IN,MT103,/03737200, MINISTRY OF MAGALI," 5 HARRY S. RD., TAIPEI TAIWAN R.O.C.",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,mrlrus33,,,HKG,/400948435,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/5/2018,26504.27,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE, BEYONCE COUNCIL 2 KEELUNG RD. TAIWAN TAIPEI,,/120162,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,ABCTTWTP,,,TWN,/120162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/6/2018,103917,USD,,,,SW,IN,MT103,/03737200, MINISTRY OF MAGALI," 1 BEYONCE S. RD., TAIPEI TAIWAN R.O.C.",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCDHKHH,,,TWN,/0011862851,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/7/2018,2800,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,HKG,/36207214, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/11/2018,6720,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/0011921681,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCDHKHH,,,TWN,/544771671, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/12/2018,7423,USD,7438,USD,,SW,IN,MT103,/015599392838,MICHAEL JACKSON TRADING (H.K.) LIMITED," ROOM 914 NO.28 MOYU ROAD ANTING TOW N, JIADING DISTRICT SHANGHAI, CHINA",,/6550297001,HSBCHKHHHKH,,,HKG,,mrlrus33,,,USA,,MRLRUS4C,,,USA,/0000300228,, ABC INTL COMMERCIAL BANK CO LTD," CHICAGO, ILLINOIS  60602EET",,ABCBHKHH,,,TWN,/36115045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/13/2018,3900,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE,BEYONCE COUNCIL 6F NO.333 SEC.1 KEELUNG RD. TAIWAN TAIPEI,,/400929988,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,ABCTTWTP,,,TWN,/0011862851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/26/2018,3000,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/0011921681,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,TWN,/8900060190, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/27/2018,4847,USD,4862,USD,,SW,IN,MT103,/015599392838,MICHAEL JACKSON TRADING (H.K.) LIMITED,"BEYONCE DISTRICT SHANGHAI, CHINA",,/0011382322,HSBCHKHHHKH,,,HKG,,mrlrus33,,,USA,,MRLRUS4C,,,USA,/0000300228,, ABC INTL COMMERCIAL BANK CO LTD," CHICAGO, ILLINOIS  60602EET",,ABCTTWTP,,,HKG,/0011011988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/28/2018,6739.85,USD,,,,SW,IN,MT103,/00753079088, 1/BEYONCE AFFAIRS , 2/NO.2 MAGALI BLVD 3/TW/TAIPEI,TWN,/120162,mrlrus33,,,,,MRLRWTP007,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,TWN,/0011011988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/1/2018,5127,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,HKG,/0011011988, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/1/2018,7253.41,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE,BEYONCE COUNCIL 6F NO.333 SEC.1 KEELUNG RD. TAIWAN TAIPEI,,/0011921681,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,DEFCGB2L,,,HKG,/0011864410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/4/2018,80000,USD,,,,SW,IN,MT103,/AAADTS80010046, MINISTRY OF MAGALI," BEYONCE RD., TAIPEI TAIWAN R.O.C.",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABDCTWTP,,,TWN,/0011011988,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/9/2018,288000,USD,,,,SW,IN,MT103,/AAADTS80010265, MINISTRY OF MAGALI," BEYONCE RD., TAIPEI TAIWAN R.O.C.",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,QWETHKHH,,,TWN,/0011861309,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/9/2018,500,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,DEFCGB2L,,,TWN,/0011523461, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/11/2018,2432.95,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/0011864287,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCBHKHH,,,TWN,/765902564, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/12/2018,3900,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE,BEYONCE COUNCIL 6F NO.333 SEC.1 KEELUNG RD. TAIWAN TAIPEI,,/120162,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,ABCTTWTP,,,TWN,/765902564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/12/2018,36470.18,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE,BEYONCE COUNCIL 6F NO.333 SEC.1 KEELUNG RD. TAIWAN TAIPEI,,/36142385,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,ABCTTWTP,,,GBR,/0011011988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/12/2018,334.9,USD,349.9,USD,,SW,IN,MT103,//98101455300000138,BLUE IVY CO LTD, 2/NO.30 RIHANNA RD.SHANGHAI CHINA 3/CN/SHANGHAI,CHN,/8900676981,SPDBCNSHXXX,,,CHN,,mrlrus33,,,USA,,MRLRUS4C,,,USA,/0000300228,, ABC INTL COMMERCIAL BANK CO LTD," CHICAGO, ILLINOIS  60602EET",,DEFCGB2L,,,TWN,/8900621109,"AUSTIN, TEXAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/16/2018,110000,USD,,,,SW,IN,MT103,/AAADTS80010542, MINISTRY OF MAGALI," BEYONCE RD., TAIPEI TAIWAN R.O.C.",,/0011862851,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,HKG,/2000291873659,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/19/2018,1820,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,GBR,/931392737, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/22/2018,20895.18,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,HKG,/870545357, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/26/2018,2749.48,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/206030300150,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,SCSBTWTP,,,TWN,/0011861309, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/31/2018,6741.14,USD,,,,SW,IN,MT103,/00753079088, 1/BEYONCE AFFAIRS , 2/NO.2 RIHANNABLVD 3/TW/TAIPEI,TWN,/120162,mrlrus33,,,,,MRLRWTP007,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,TWN,/0011861309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/6/2018,1750,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,MRLBUS33,,,GBR,/0011011988, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/9/2018,14000,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/0011523461,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,QWEBHKHH,,,TWN,/36158862, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/12/2018,1562,USD,,,,SW,IN,MT103,/00000753079088, 1/BEYONCE AFFAIRS , 2/NO.2 JAYZ BLVD 3/TW/TAIPEI,TWN,/120162,mrlrus33,,,,,MRLRWTP007,,,TWN,,MRLRUS4C,,,USA,,,,,,AABCTWTP,,,TWN,/2000191163375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/15/2018,3900,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE,BEYONCE COUNCIL 6F NO.333 SEC.1 KEELUNG RD. TAIWAN TAIPEI,,/120162,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,ABCTTWTP,,,TWN,/36111124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/16/2018,24680,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,TWN,/36085915, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/19/2018,96000,USD,,,,SW,IN,MT103,/AAADTS80011669, MINISTRY OF MAGALI," BEYONCE RD., TAIPEI TAIWAN R.O.C.",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,TWN,/36118086,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/21/2018,27372.14,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE,BEYONCE COUNCIL 6F NO.333 SEC.1 KEELUNG RD. TAIWAN TAIPEI,,/0011011988,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,ABCTTWTP,,,USA,/0011862851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/21/2018,3791.12,USD,,,,SW,IN,MT103,/AAADTS80011732, MINISTRY OF MAGALI," BEYONCE RD., TAIPEI TAIWAN R.O.C.",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,HKG,/0011861309,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/23/2018,6400,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/0011011988,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,TWN,/765902564, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/26/2018,25395.18,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/0011382322,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCCHKHH,,,TWN,/400133709, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/27/2018,797.26,USD,,,,SW,IN,MT103,/AAADTS80012028, MINISTRY OF MAGALI," BEYONCE RD., TAIPEI TAIWAN R.O.C.",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCBHKHH,,,TWN,/36158862,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/30/2018,6910.52,USD,,,,SW,IN,MT103,/00753079088, 1/BEYONCE AFFAIRS , 2/NO.2 JAYZ BLVD 3/TW/TAIPEI,TWN,/120162,mrlrus33,,,,,MRLRWTP007,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCBHKHH,,,TWN,/0011861309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/7/2018,10000,USD,,,,SW,IN,MT103,/AAADTS80012398, MINISTRY OF MAGALI," BEYONCE RD., TAIPEI TAIWAN R.O.C.",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,AABCTWTP,,,TWN,/765902564,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/11/2018,15659,USD,15674,USD,,SW,IN,MT103,/3602015509140021911,PUFF DADDY AUTOMATION TECH,KANYE PARK GUANGZHOU CHINA,,/120162,ICBKCNBJGDG,,,CHN,,mrlrus33,,,USA,,MRLRUS4C,,,USA,//CH212473,, ABC international commercial BANK,"SPOKANE, ILLINOIS  60602 SUITE 2",,LBOTTWTP,,,TWN,/765902564, IRVING TX 75062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/14/2018,3000,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/120162,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,ABCTTWTP,,,TWN,/400133709, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/14/2018,3900,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE,BEYONCE COUNCIL 6F NO.333 SEC.1 KEELUNG RD. TAIWAN TAIPEI,,/0011921681,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,ABCTTWTP,,,HKG,/8900060190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/19/2018,30480.58,USD,,,,SW,IN,MT103,/00021653022600,CELINE DION EXTERNAL TRADE,BEYONCE COUNCIL 6F NO.333 SEC.1 KEELUNG RD. TAIWAN TAIPEI,,/6550297001,mrlrus33,,,,,ICBCTWTP216,,,TWN,,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,ABCTTWTP,,,HKG,/400133709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/20/2018,1486.66,USD,1501.66,USD,,SW,IN,MT103,/033212341838, EHUB ELECTRONICS LIMITED,"TAYLOR SWIFT ROAD, TUEN MUN NT ,HONG KONG",,/400929988,HSBCHKHHHKH,,,HKG,,mrlrus33,,,USA,,MRLRUS4C,,,USA,//CH212473,, ABC international commercial BANK,"SPOKANE, ILLINOIS  60602 SUITE 2",,ABCTTWTP,,,HKG,/765902564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/24/2018,2234.17,USD,,,,SW,IN,MT103,/00001753053777,MARIAH CAREY AFFAIRS COUNCIL," REPUBLIC OF BEYONCE 1FL NO.1 BEYONCE RD., TAIPEI TW",,/0011921681,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,AABCTWTP,,,TWN,/0011861309, CHICAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
